Monooxygenase_B      PF04744.11 Ga0073928_1000008053 -            1.3e-05   11.8   0.0   1.6e-05   11.5   0.0   1.0   1   0   0   1   1   1   1 Monooxygenase subunit B protein
Monooxygenase_B      PF04744.11 Ga0073928_1000028111 -             0.0021    4.6   6.9   0.00044    6.8   3.1   1.6   2   0   0   2   2   2   1 Monooxygenase subunit B protein
AmoC                 PF04896.11 Ga0073928_115056131  -            1.7e-21   64.2   0.1   1.9e-21   64.1   0.1   1.0   1   0   0   1   1   1   1 Ammonia monooxygenase/methane monooxygenase, subunit C
Monooxygenase_B      PF04744.11 Ga0073928_115187121  -            4.5e-06   13.3   0.0     6e-06   12.9   0.0   1.1   1   0   0   1   1   1   1 Monooxygenase subunit B protein
Monooxygenase_B      PF04744.11 Ga0073928_115488271  -            3.4e-05   10.4   0.0   3.5e-05   10.4   0.0   1.0   1   0   0   1   1   1   1 Monooxygenase subunit B protein
AmoC                 PF04896.11 Ga0073928_115688871  -            2.5e-65  207.8  13.8   2.8e-65  207.7  13.8   1.0   1   0   0   1   1   1   1 Ammonia monooxygenase/methane monooxygenase, subunit C
AMO                  PF02461.15 Ga0073928_115724211  -            5.5e-09   23.8   0.2   5.6e-09   23.8   0.2   1.0   1   0   0   1   1   1   1 Ammonia monooxygenase
Monooxygenase_B      PF04744.11 Ga0073928_115724212  -            6.6e-39  121.4   0.1   7.6e-39  121.2   0.1   1.1   1   0   0   1   1   1   1 Monooxygenase subunit B protein
AmoC                 PF04896.11 Ga0073928_115733121  -            7.3e-45  140.8   7.9   8.5e-45  140.6   7.9   1.0   1   0   0   1   1   1   1 Ammonia monooxygenase/methane monooxygenase, subunit C
Monooxygenase_B      PF04744.11 Ga0073928_115799771  -            1.1e-13   38.3   0.3   1.2e-13   38.2   0.3   1.0   1   0   0   1   1   1   1 Monooxygenase subunit B protein
AMO                  PF02461.15 Ga0073928_115832071  -            4.3e-07   17.6   0.1     5e-07   17.4   0.1   1.2   1   0   0   1   1   1   1 Ammonia monooxygenase
Monooxygenase_B      PF04744.11 Ga0073928_115892431  -            4.6e-37  115.3   0.1     5e-37  115.2   0.1   1.0   1   0   0   1   1   1   1 Monooxygenase subunit B protein
AMO                  PF02461.15 Ga0073928_116064691  -            1.5e-09   25.6   0.2   1.6e-09   25.6   0.2   1.0   1   0   0   1   1   1   1 Ammonia monooxygenase
Monooxygenase_B      PF04744.11 Ga0073928_116064692  -            2.8e-38  119.3   0.1   3.3e-38  119.1   0.1   1.1   1   0   0   1   1   1   1 Monooxygenase subunit B protein
Monooxygenase_B      PF04744.11 Ga0073928_116186891  -            1.2e-05   11.9   1.8   1.5e-05   11.6   1.8   1.2   1   0   0   1   1   1   1 Monooxygenase subunit B protein
Monooxygenase_B      PF04744.11 Ga0073928_116190601  -            0.00035    7.1   4.1   0.00014    8.4   1.7   1.5   2   0   0   2   2   2   1 Monooxygenase subunit B protein
AmoC                 PF04896.11 Ga0073928_116336821  -            2.1e-05   11.5   3.0   3.4e-05   10.9   3.0   1.5   1   1   0   1   1   1   1 Ammonia monooxygenase/methane monooxygenase, subunit C
AMO                  PF02461.15 Ga0073928_116375121  -            1.4e-12   35.5   0.2   1.5e-12   35.5   0.2   1.0   1   0   0   1   1   1   1 Ammonia monooxygenase
Monooxygenase_B      PF04744.11 Ga0073928_116375122  -            3.1e-35  109.3   0.1   3.6e-35  109.1   0.1   1.1   1   0   0   1   1   1   1 Monooxygenase subunit B protein
AmoC                 PF04896.11 Ga0073928_116402161  -            3.8e-65  207.2  13.3   4.3e-65  207.0  13.3   1.0   1   0   0   1   1   1   1 Ammonia monooxygenase/methane monooxygenase, subunit C
Monooxygenase_B      PF04744.11 Ga0073928_116477331  -              7e-64  203.6   0.5   7.7e-64  203.5   0.5   1.0   1   0   0   1   1   1   1 Monooxygenase subunit B protein
Monooxygenase_B      PF04744.11 Ga0073928_116550181  -            1.6e-05   11.5   0.0     2e-05   11.2   0.0   1.1   1   0   0   1   1   1   1 Monooxygenase subunit B protein
AmoC                 PF04896.11 Ga0073928_116592841  -            1.9e-06   14.9   0.4     2e-06   14.9   0.4   1.2   1   0   0   1   1   1   1 Ammonia monooxygenase/methane monooxygenase, subunit C
AmoC                 PF04896.11 Ga0073928_116692631  -            7.1e-06   13.1   0.3   7.7e-06   13.0   0.3   1.1   1   0   0   1   1   1   1 Ammonia monooxygenase/methane monooxygenase, subunit C
Monooxygenase_B      PF04744.11 Ga0073928_116751231  -            2.1e-05   11.2   0.2   2.1e-05   11.1   0.2   1.0   1   0   0   1   1   1   1 Monooxygenase subunit B protein
AMO                  PF02461.15 Ga0073928_116828681  -            4.4e-07   17.6   0.7   5.1e-07   17.4   0.7   1.1   1   0   0   1   1   1   1 Ammonia monooxygenase
AMO                  PF02461.15 Ga0073928_116873391  -            6.4e-65  206.9   3.3     7e-65  206.8   3.3   1.0   1   0   0   1   1   1   1 Ammonia monooxygenase
Monooxygenase_B      PF04744.11 Ga0073928_116905361  -            1.4e-05   11.7   0.1   1.6e-05   11.5   0.1   1.1   1   0   0   1   1   1   1 Monooxygenase subunit B protein
Monooxygenase_B      PF04744.11 Ga0073928_117078361  -            1.7e-33  103.6   0.0   1.9e-33  103.4   0.0   1.0   1   0   0   1   1   1   1 Monooxygenase subunit B protein
AmoC                 PF04896.11 Ga0073928_117079301  -            1.7e-32  100.3   4.5   1.9e-32  100.1   4.5   1.0   1   0   0   1   1   1   1 Ammonia monooxygenase/methane monooxygenase, subunit C
Monooxygenase_B      PF04744.11 Ga0073928_117100481  -            3.4e-05   10.4   0.0   3.7e-05   10.3   0.0   1.1   1   0   0   1   1   1   1 Monooxygenase subunit B protein
AMO                  PF02461.15 Ga0073928_117175271  -            3.9e-06   14.5   0.1     4e-06   14.4   0.1   1.0   1   0   0   1   1   1   1 Ammonia monooxygenase
AMO                  PF02461.15 Ga0073928_117183271  -            1.2e-05   12.9   0.2   1.7e-05   12.4   0.2   1.3   1   0   0   1   1   1   1 Ammonia monooxygenase
Monooxygenase_B      PF04744.11 Ga0073928_117416521  -            1.3e-06   15.1   0.2   1.4e-06   15.0   0.2   1.0   1   0   0   1   1   1   1 Monooxygenase subunit B protein
Monooxygenase_B      PF04744.11 Ga0073928_117483711  -            7.4e-55  173.9   0.1   8.1e-55  173.8   0.1   1.0   1   0   0   1   1   1   1 Monooxygenase subunit B protein
AmoC                 PF04896.11 Ga0073928_117715022  -            1.2e-21   64.7   3.4   1.3e-21   64.6   3.4   1.0   1   0   0   1   1   1   1 Ammonia monooxygenase/methane monooxygenase, subunit C
AmoC                 PF04896.11 Ga0073928_117882691  -            4.7e-17   49.7   0.7   5.3e-17   49.5   0.7   1.0   1   0   0   1   1   1   1 Ammonia monooxygenase/methane monooxygenase, subunit C
Monooxygenase_B      PF04744.11 Ga0073928_117886341  -            1.5e-09   24.8   0.0   1.5e-09   24.7   0.0   1.0   1   0   0   1   1   1   1 Monooxygenase subunit B protein
Monooxygenase_B      PF04744.11 Ga0073928_117907251  -            2.7e-05   10.7   0.6   3.1e-05   10.6   0.6   1.0   1   0   0   1   1   1   1 Monooxygenase subunit B protein
AMO                  PF02461.15 Ga0073928_117917361  -            8.1e-06   13.4   0.6   9.3e-06   13.2   0.6   1.1   1   0   0   1   1   1   1 Ammonia monooxygenase
Monooxygenase_B      PF04744.11 Ga0073928_117936991  -            9.4e-06   12.3   0.0   1.1e-05   12.1   0.0   1.0   1   0   0   1   1   1   1 Monooxygenase subunit B protein
AmoC                 PF04896.11 Ga0073928_118145461  -            1.5e-59  188.9   5.9   1.7e-59  188.7   5.9   1.0   1   0   0   1   1   1   1 Ammonia monooxygenase/methane monooxygenase, subunit C
Monooxygenase_B      PF04744.11 Ga0073928_118187271  -            1.9e-05   11.2   0.2   2.3e-05   11.0   0.2   1.2   1   0   0   1   1   1   1 Monooxygenase subunit B protein
AMO                  PF02461.15 Ga0073928_118230311  -            5.1e-62  197.4   3.1   5.6e-62  197.3   3.1   1.0   1   0   0   1   1   1   1 Ammonia monooxygenase
Monooxygenase_B      PF04744.11 Ga0073928_118417751  -              1e-05   12.2   0.5   1.1e-05   12.0   0.5   1.0   1   0   0   1   1   1   1 Monooxygenase subunit B protein
AMO                  PF02461.15 Ga0073928_118465432  -            5.1e-15   43.5   0.2   5.1e-15   43.5   0.2   1.0   1   0   0   1   1   1   1 Ammonia monooxygenase
Monooxygenase_B      PF04744.11 Ga0073928_118541541  -            1.7e-44  139.8   0.0   1.8e-44  139.7   0.0   1.0   1   0   0   1   1   1   1 Monooxygenase subunit B protein
AMO                  PF02461.15 Ga0073928_118546791  -            4.2e-06   14.4   0.5   5.5e-06   14.0   0.5   1.2   1   0   0   1   1   1   1 Ammonia monooxygenase
AMO                  PF02461.15 Ga0073928_118568671  -            2.6e-19   57.6   4.4   2.8e-19   57.5   4.4   1.0   1   0   0   1   1   1   1 Ammonia monooxygenase
AMO                  PF02461.15 Ga0073928_118700522  -            1.3e-31   97.9   4.1   1.4e-31   97.8   4.1   1.0   1   0   0   1   1   1   1 Ammonia monooxygenase
AmoC                 PF04896.11 Ga0073928_118812301  -              2e-66  211.4  13.0   2.3e-66  211.2  13.0   1.0   1   0   0   1   1   1   1 Ammonia monooxygenase/methane monooxygenase, subunit C
AmoC                 PF04896.11 Ga0073928_118828711  -            7.1e-06   13.1   3.8   9.4e-06   12.7   3.8   1.6   1   1   0   1   1   1   1 Ammonia monooxygenase/methane monooxygenase, subunit C
Monooxygenase_B      PF04744.11 Ga0073928_118976571  -            1.1e-53  170.0   0.1   1.2e-53  169.9   0.1   1.0   1   0   0   1   1   1   1 Monooxygenase subunit B protein
AMO                  PF02461.15 Ga0073928_119098632  -            5.9e-06   13.9   2.1   7.2e-06   13.6   2.1   1.0   1   0   0   1   1   1   1 Ammonia monooxygenase
Monooxygenase_B      PF04744.11 Ga0073928_119157871  -            2.5e-06   14.2   0.5   2.6e-06   14.1   0.5   1.1   1   0   0   1   1   1   1 Monooxygenase subunit B protein
Monooxygenase_B      PF04744.11 Ga0073928_119165471  -            1.4e-05   11.7   0.0   1.9e-05   11.2   0.0   1.2   1   0   0   1   1   1   1 Monooxygenase subunit B protein
AmoC                 PF04896.11 Ga0073928_119313311  -            6.6e-06   13.2   0.0   6.6e-06   13.2   0.0   1.0   1   0   0   1   1   1   1 Ammonia monooxygenase/methane monooxygenase, subunit C
AmoC                 PF04896.11 Ga0073928_119319111  -            6.3e-14   39.5   0.3   6.7e-14   39.4   0.3   1.0   1   0   0   1   1   1   1 Ammonia monooxygenase/methane monooxygenase, subunit C
AmoC                 PF04896.11 Ga0073928_119326471  -            2.7e-60  191.3   8.8     3e-60  191.2   8.8   1.0   1   0   0   1   1   1   1 Ammonia monooxygenase/methane monooxygenase, subunit C
AmoC                 PF04896.11 Ga0073928_119330171  -            1.8e-22   67.5   0.5   1.9e-22   67.3   0.5   1.0   1   0   0   1   1   1   1 Ammonia monooxygenase/methane monooxygenase, subunit C
AmoC                 PF04896.11 Ga0073928_119332731  -            1.5e-30   93.9   9.2   1.6e-30   93.8   9.2   1.0   1   0   0   1   1   1   1 Ammonia monooxygenase/methane monooxygenase, subunit C
AmoC                 PF04896.11 Ga0073928_119350451  -            4.2e-68  216.9  14.4   4.6e-68  216.8  14.4   1.0   1   0   0   1   1   1   1 Ammonia monooxygenase/methane monooxygenase, subunit C
AmoC                 PF04896.11 Ga0073928_119355591  -            2.4e-59  188.2   3.3   2.6e-59  188.1   3.3   1.0   1   0   0   1   1   1   1 Ammonia monooxygenase/methane monooxygenase, subunit C
AmoC                 PF04896.11 Ga0073928_119364221  -            2.3e-46  145.7   7.3   2.5e-46  145.6   7.3   1.0   1   0   0   1   1   1   1 Ammonia monooxygenase/methane monooxygenase, subunit C
AMO                  PF02461.15 Ga0073928_119380511  -            3.6e-51  161.9   4.5     4e-51  161.7   4.5   1.0   1   0   0   1   1   1   1 Ammonia monooxygenase
AmoC                 PF04896.11 Ga0073928_119381621  -            1.4e-52  166.1   4.6   1.5e-52  166.0   4.6   1.0   1   0   0   1   1   1   1 Ammonia monooxygenase/methane monooxygenase, subunit C
AmoC                 PF04896.11 Ga0073928_119408721  -            6.7e-43  134.3   9.7   7.2e-43  134.2   9.7   1.0   1   0   0   1   1   1   1 Ammonia monooxygenase/methane monooxygenase, subunit C
AmoC                 PF04896.11 Ga0073928_119409981  -            1.1e-48  153.3   5.0   1.2e-48  153.2   5.0   1.0   1   0   0   1   1   1   1 Ammonia monooxygenase/methane monooxygenase, subunit C
AmoC                 PF04896.11 Ga0073928_119412601  -            5.2e-46  144.5   5.1   5.7e-46  144.4   5.1   1.0   1   0   0   1   1   1   1 Ammonia monooxygenase/methane monooxygenase, subunit C
AmoC                 PF04896.11 Ga0073928_119429381  -            2.2e-21   63.9   0.1   2.5e-21   63.7   0.1   1.0   1   0   0   1   1   1   1 Ammonia monooxygenase/methane monooxygenase, subunit C
AmoC                 PF04896.11 Ga0073928_119431051  -            5.2e-45  141.3   4.9   5.7e-45  141.1   4.9   1.0   1   0   0   1   1   1   1 Ammonia monooxygenase/methane monooxygenase, subunit C
AMO                  PF02461.15 Ga0073928_119436141  -              7e-31   95.5   1.0   8.1e-31   95.3   1.0   1.0   1   0   0   1   1   1   1 Ammonia monooxygenase
AmoC                 PF04896.11 Ga0073928_119442401  -            3.6e-22   66.5   0.1     4e-22   66.3   0.1   1.0   1   0   0   1   1   1   1 Ammonia monooxygenase/methane monooxygenase, subunit C
AmoC                 PF04896.11 Ga0073928_119442701  -            1.9e-19   57.6   0.0   2.1e-19   57.4   0.0   1.0   1   0   0   1   1   1   1 Ammonia monooxygenase/methane monooxygenase, subunit C
Monooxygenase_B      PF04744.11 Ga0073928_119443151  -            1.3e-37  117.1   0.1   1.5e-37  116.9   0.1   1.0   1   0   0   1   1   1   1 Monooxygenase subunit B protein
AMO                  PF02461.15 Ga0073928_119456791  -            6.3e-29   89.1   1.0   7.3e-29   88.9   1.0   1.0   1   0   0   1   1   1   1 Ammonia monooxygenase
AMO                  PF02461.15 Ga0073928_119469301  -            3.9e-24   73.4   0.3   4.2e-24   73.3   0.3   1.0   1   0   0   1   1   1   1 Ammonia monooxygenase
AmoC                 PF04896.11 Ga0073928_119471621  -            2.5e-40  125.9   2.6   2.8e-40  125.8   2.6   1.0   1   0   0   1   1   1   1 Ammonia monooxygenase/methane monooxygenase, subunit C
AMO                  PF02461.15 Ga0073928_119471871  -            1.5e-42  133.7   2.8   1.6e-42  133.6   2.8   1.0   1   0   0   1   1   1   1 Ammonia monooxygenase
AmoC                 PF04896.11 Ga0073928_119478191  -            4.9e-39  121.7   3.3   5.3e-39  121.6   3.3   1.0   1   0   0   1   1   1   1 Ammonia monooxygenase/methane monooxygenase, subunit C
AmoC                 PF04896.11 Ga0073928_119483431  -            8.5e-35  107.8   6.5   9.3e-35  107.7   6.5   1.0   1   0   0   1   1   1   1 Ammonia monooxygenase/methane monooxygenase, subunit C
AmoC                 PF04896.11 Ga0073928_119489771  -              5e-20   59.5   0.0   5.4e-20   59.3   0.0   1.0   1   0   0   1   1   1   1 Ammonia monooxygenase/methane monooxygenase, subunit C
AmoC                 PF04896.11 Ga0073928_119489791  -              5e-20   59.5   0.0   5.4e-20   59.3   0.0   1.0   1   0   0   1   1   1   1 Ammonia monooxygenase/methane monooxygenase, subunit C
AmoC                 PF04896.11 Ga0073928_119491111  -            6.2e-23   69.0   0.1   6.4e-23   68.9   0.1   1.0   1   0   0   1   1   1   1 Ammonia monooxygenase/methane monooxygenase, subunit C
AmoC                 PF04896.11 Ga0073928_119501781  -            4.9e-40  125.0   4.9   5.4e-40  124.8   4.9   1.0   1   0   0   1   1   1   1 Ammonia monooxygenase/methane monooxygenase, subunit C
AmoC                 PF04896.11 Ga0073928_119512211  -            1.1e-47  150.0   9.5   1.2e-47  149.9   9.5   1.0   1   0   0   1   1   1   1 Ammonia monooxygenase/methane monooxygenase, subunit C
AMO                  PF02461.15 Ga0073928_119518011  -            2.5e-40  126.4   7.0   2.7e-40  126.3   7.0   1.0   1   0   0   1   1   1   1 Ammonia monooxygenase
Monooxygenase_B      PF04744.11 Ga0073928_119518771  -            1.4e-26   80.8   0.1   1.5e-26   80.7   0.1   1.0   1   0   0   1   1   1   1 Monooxygenase subunit B protein
AMO                  PF02461.15 Ga0073928_119524091  -            5.3e-39  122.1   5.1   5.7e-39  121.9   5.1   1.0   1   0   0   1   1   1   1 Ammonia monooxygenase
AmoC                 PF04896.11 Ga0073928_119532261  -              3e-42  132.2   1.7   3.2e-42  132.1   1.7   1.0   1   0   0   1   1   1   1 Ammonia monooxygenase/methane monooxygenase, subunit C
AmoC                 PF04896.11 Ga0073928_119538351  -            2.6e-25   76.8   1.4   2.8e-25   76.6   1.4   1.0   1   0   0   1   1   1   1 Ammonia monooxygenase/methane monooxygenase, subunit C
AmoC                 PF04896.11 Ga0073928_119573671  -              6e-37  114.9   3.2   6.6e-37  114.7   3.2   1.0   1   0   0   1   1   1   1 Ammonia monooxygenase/methane monooxygenase, subunit C
AmoC                 PF04896.11 Ga0073928_119578921  -            7.8e-20   58.8   0.0   8.1e-20   58.8   0.0   1.0   1   0   0   1   1   1   1 Ammonia monooxygenase/methane monooxygenase, subunit C
AmoC                 PF04896.11 Ga0073928_119588171  -            5.2e-36  111.8   4.9   5.6e-36  111.7   4.9   1.0   1   0   0   1   1   1   1 Ammonia monooxygenase/methane monooxygenase, subunit C
Monooxygenase_B      PF04744.11 Ga0073928_119589671  -            1.2e-26   81.1   0.1   1.3e-26   81.0   0.1   1.0   1   0   0   1   1   1   1 Monooxygenase subunit B protein
AMO                  PF02461.15 Ga0073928_119599571  -            5.1e-36  112.3   4.9   5.5e-36  112.2   4.9   1.0   1   0   0   1   1   1   1 Ammonia monooxygenase
AmoC                 PF04896.11 Ga0073928_119611271  -            2.8e-33  102.9   3.8     3e-33  102.7   3.8   1.0   1   0   0   1   1   1   1 Ammonia monooxygenase/methane monooxygenase, subunit C
Monooxygenase_B      PF04744.11 Ga0073928_119624601  -            1.2e-05   11.9   0.1   1.3e-05   11.9   0.1   1.0   1   0   0   1   1   1   1 Monooxygenase subunit B protein
AMO                  PF02461.15 Ga0073928_119624971  -            1.8e-35  110.5   6.2   1.9e-35  110.4   6.2   1.0   1   0   0   1   1   1   1 Ammonia monooxygenase
AMO                  PF02461.15 Ga0073928_119627031  -            2.5e-28   87.1   0.2   2.7e-28   87.0   0.2   1.0   1   0   0   1   1   1   1 Ammonia monooxygenase
AMO                  PF02461.15 Ga0073928_119643351  -            9.1e-32   98.4   5.1   9.8e-32   98.3   5.1   1.0   1   0   0   1   1   1   1 Ammonia monooxygenase
AmoC                 PF04896.11 Ga0073928_119661171  -            1.3e-30   94.1   1.0   1.3e-30   94.1   1.0   1.0   1   0   0   1   1   1   1 Ammonia monooxygenase/methane monooxygenase, subunit C
